BGEDMM.xaa;201
BICDRO.xaa;208
BFEBRM.xaa;209
BAAAMN.xaa;213
BAADRL.xaa;215
BCADRN.xap;217
BEEAMM.xaa;219
BEABMM.xaa;223
BHCARN.xaa;226
BDCARO.xaa;233
BIABRO.xaa;237
BGCBRN.xaa;238
BJEBRN.xaa;241
BECDMM.xaa;243
BCCARN.xaa;244
BCCBRN.xaa;247
BBCDRN.xaa;249
BEBARM.xaa;250
BHBARN.xaa;250
BAABRM.xaa;251
BBAAMM.xaa;253
BBADML.xaa;254
BFABRP.xaa;262
BFAARP.xaa;263
BDEBMO.xaa;264
BHAAMO.xaa;265
BFAAMP.xaa;268
BCADML.xaa;272
BECDRM.xaa;274
BFEAMN.xaa;276
BHABMO.xaa;277
BCCDMN.xaa;279
BECBRN.xaa;283
BFCBRN.xaa;285
BCBARM.xaa;289
BAAARM.xaa;290
BDBDMM.xaa;299
BJEARN.xaa;302
BDBBRO.xaa;304
BDEBMN.xaa;308
BDEAMM.xaa;310
BGCARN.xaa;319
BEEBRM.xaa;319
BHABRM.xaa;319
BEABMP.xaa;320
BFEARM.xaa;334
BDABRL.xaa;341
BDADML.xaa;343
BFEAMO.xaa;343
BEEBRO.xaa;349
BFEBRO.xaa;353
BGABMN.xaa;353
BAAARO.xaa;354
BGBBRN.xaa;357
BFAAMM.xaa;357
BCEAMN.xaa;358
BEABRP.xaa;365
BHCDMN.xaa;370
BDBBRM.xaa;377
BCAARL.xaa;388
BCEBRO.xaa;394
BDBARO.xaa;397
BCBBRN.xaa;404
BHADRM.xaa;411
BEEAMN.xaa;413
BFCARN.xaa;416
BIAARO.xaa;416
BCEBRM.xaa;417
BCEAMO.xaa;419
BDBDRP.xaa;431
BDBDMP.xaa;441
BDCBRN.xaa;443
BCCDMO.xaa;446
BECARN.xaa;450
BHCDMO.xaa;460
BAEDMN.xaa;481
BBEBRN.xaa;483
BEAARP.xaa;489
BEEAMO.xaa;495
BCABMM.xaa;501
BFBDMN.xaa;506
BAABRO.xaa;510
BBABMN.xaa;512
BJABRN.xaa;516
BBBDMO.xaa;523
BEAAMP.xaa;524
BDAARL.xaa;527
BGEARO.xaa;527
BCAAMP.xaa;528
BAEDRM.xaa;529
BBEDMP.xaa;541
BCEARM.xaa;548
BEEARM.xaa;563
BEBDRM.xaa;571
BAADMM.xaa;577
BHAARM.xaa;586
BFABMN.xaa;592
BGBDMO.xaa;592
BDCDMM.xaa;597
BBABMO.xaa;604
