GFBAMN.xaa;201
GHBDRL.xaa;202
GHAARL.xaa;202
GDCDRL.xaa;202
GKEAMO.xaa;203
GJEDRN.xaa;203
GJCBRM.xaa;205
GECAMN.xaa;205
GABDRO.xaa;209
GGCDRP.xaa;209
GBABRO.xaa;212
GHABMP.xaa;215
GJEAMO.xaa;217
GDCBRM.xaa;217
GHBAMN.xaa;218
GJCAMN.xaa;220
GFCDML.xaa;223
GHBAMO.xaa;223
GGCDRL.xaa;226
GGEBMN.xaa;227
GDAARL.xaa;227
GDCDML.xaa;228
GEEBRM.xaa;229
GGBARM.xaa;230
GCBDML.xaa;234
GFEAMM.xaa;235
GBAAMN.xaa;244
GCAAMP.xaa;244
GFBARO.xaa;247
GECBRM.xaa;248
GGBDRP.xaa;249
GECBRN.xaa;258
GCEDML.xaa;259
GIEBMN.xaa;260
GBAARM.xaa;262
GDCARM.xaa;265
GGBBRM.xaa;266
GFEDML.xaa;267
GJCARM.xaa;268
GDEAMO.xaa;269
GFCARO.xaa;270
GFAARL.xaa;273
GGABMP.xaa;274
GDEBRM.xaa;276
GHCAMO.xaa;276
GFBARM.xaa;277
GGCARO.xaa;277
GHCBMN.xaa;277
GJEARO.xaa;284
GFCDRL.xaa;286
GHEDML.xaa;287
GCEBRN.xaa;288
GBBDMO.xaa;289
GICAMN.xaa;291
GJABMM.xaa;291
GAADRL.xaa;293
GEEDML.xaa;293
GKEBMN.xaa;296
GHEBMN.xaa;296
GKEBRO.xaa;296
GHBARM.xaa;298
GDEAMN.xaa;304
GEEAMO.xaa;305
GDCBRN.xaa;306
GHBARO.xaa;307
GDABMM.xaa;314
GCEDRL.xaa;316
GGCBMN.xaa;317
GCBDRL.xaa;317
GBAAMO.xaa;331
GGEDML.xaa;332
GAEDMM.xaa;341
GJEBRM.xaa;343
GICBRM.xaa;346
GIAARP.xaa;349
GICARO.xaa;351
GHCDML.xaa;359
GDEARO.xaa;360
GFBDML.xaa;360
GFEBRM.xaa;363
GGBDMP.xaa;365
GGBDRL.xaa;369
GGEAMO.xaa;372
GAABRN.xaa;374
GCCDMM.xaa;377
GCABMN.xaa;378
GECARM.xaa;384
GEABMM.xaa;384
GCABRM.xaa;386
GBAARO.xaa;387
GKEARO.xaa;391
GFCAMN.xaa;395
GFCBRM.xaa;396
GEBDML.xaa;405
GIEBRM.xaa;416
GDEARM.xaa;417
GHCARO.xaa;418
GCAAMM.xaa;420
GEEAMN.xaa;420
GGCAMN.xaa;425
