name;avg_pds;best_pds;DS;NA;MW;inchikey;smiles
KKADRO.xaa_ZINC000043204176_238;-10.143749599999998;-10.759322;-11.163;86;617.642;GNSVFEJLUPMLCZ-IXCJQBJRSA-O;[H]c1nc(C2([H])C([H])([H])C([H])([H])N(C(=O)[C@]([H])(N([H])C(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])c3c([H])c([H])c(Cl)c([H])c3Cl)C([H])([H])C2([H])[H])c(OC([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
KKADRO.xaa_ZINC001217747282_386;-10.5801825;-11.085276;-11.582;63;501.01;CITLHAGXMPHTAQ-ZCYQVOJMSA-O;[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(c2nnc(-c3c([H])c([H])c(Cl)c([H])c3C([H])([H])[H])o2)N([H])C(=O)[C@]([H])(C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)[N+]([H])([H])[H])c([H])c1[H]
KKBBMM.xaa_ZINC000408842958_4;-10.614834900000002;-11.3051405;-9.647;53;685.317;KTZFSVVVFLFSGD-XOBACGFXSA-M;[H]/C(c1c([H])c(Br)c([H])c(I)c1[O-])=c1\sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c([H])c([N+](=O)[O-])c1[H])C1=C(N=2)c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H]
KKBBMM.xaa_ZINC000408921814_12;-10.983114400000002;-11.747381;-11.399;63;614.081;PIOMIKZQPDUTMB-UHFFFAOYSA-N;[H]c1c([H])c([H])c(S(=O)(=O)N(c2c([H])c([H])c([H])c([N+](=O)[O-])c2[H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(S(=O)(=O)[N-]c3c([H])c([H])c([H])c(Cl)c3C([H])([H])[H])c([H])c2[H])c([H])c1[H]
KKBBMM.xaa_ZINC000408921714_14;-10.0516526;-10.312743;-10.646;59;512.567;CLKBZHJSTSXDKZ-ZXVVBBHZSA-N;[H]/C(=C(\C(=O)N([H])c1c([H])c([H])c(S(=O)(=O)[N-]c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([N+](=O)[O-])c1[H]
KKBBMM.xaa_ZINC000408920815_16;-10.1043461;-10.388245;-11.216;62;548.6;NZYSRGGSQOGFGA-XHLNEMQHSA-N;[H]/C(=C(\C(=O)N([H])c1c([H])c([H])c(S(=O)(=O)[N-]c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H]
KKBBMM.xaa_ZINC000102896828_21;-10.5115398;-10.927415;-9.973;60;568.949;SPVJMWLWJKWAGN-UIOOFZCWSA-M;[H]c1c([H])c([H])c(C(=O)Oc2c([H])c([H])c([C@]3([H])N(c4c([H])c([H])c([H])c([N+](=O)[O-])c4[H])OC4=C([O-])N(c5c([H])c([H])c(Cl)c([H])c5[H])C(=O)[C@]43[H])c([H])c2[H])c([H])c1[H]
KKBBMM.xaa_ZINC000102896825_22;-10.82501;-11.359121;-11.714;60;568.949;SPVJMWLWJKWAGN-FTJBHMTQSA-M;[H]c1c([H])c([H])c(C(=O)Oc2c([H])c([H])c([C@]3([H])N(c4c([H])c([H])c([H])c([N+](=O)[O-])c4[H])OC4=C([O-])N(c5c([H])c([H])c(Cl)c([H])c5[H])C(=O)[C@@]43[H])c([H])c2[H])c([H])c1[H]
KKBBMM.xaa_ZINC000409256823_23;-10.165335;-10.617935;-9.181;55;507.504;NQKPJLGVMWTELR-UHFFFAOYSA-M;[H]c1c([H])c(-c2nc3sc4c(c3c(=O)[n-]2)C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c(OC([H])([H])C([H])([H])[H])c1Oc1c([H])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-]
KKBBMM.xaa_ZINC000409086273_26;-11.163057;-11.892372;-11.273;77;694.771;GRBWZISNKGJYCA-CUJRCQHQSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409086281_27;-11.1589542;-11.782137;-9.329;77;694.771;GRBWZISNKGJYCA-KMYVYOQISA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409253676_28;-10.2625832;-10.611762;-9.782;48;542.347;GKDZMSGHVADLJP-UHFFFAOYSA-M;[H]c1c([H])c(Oc2c([H])c([H])c([N+](=O)[O-])c([H])c2[N+](=O)[O-])c(-c2nc3sc4c(c3c(=O)[n-]2)C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c1Br
KKBBMM.xaa_ZINC000409084203_33;-11.241803;-11.772472;-9.228;79;692.799;BWFGASYLIWPPIL-VVGPUZASSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409084198_34;-11.0857828;-11.8567;-9.183;79;692.799;BWFGASYLIWPPIL-XNOUSZLFSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000100048493_36;-11.139041;-11.799074;-11.722;61;581.608;WLXIJLIINWIXQD-UHFFFAOYSA-N;[H]c1c([H])c(-c2c([H])c([H])c(N([H])S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([N+](=O)[O-])c3[H])c([H])c2[H])c([H])c([H])c1[N-]S(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c([N+](=O)[O-])c1[H]
KKBBMM.xaa_ZINC000100150494_41;-10.3840681;-11.0047455;-9.976;64;551.539;LCENJMLKYSEKEE-CAOOACKPSA-M;[H]/C(=C(/[H])[C@]([H])(c1c(C([H])([H])[H])[n-]n(-c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])c1=O)c1c(C([H])([H])[H])n([H])n(-c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])c1=O)c1c([H])c([H])c([H])c([H])c1[H]
KKBBMM.xaa_ZINC000409096285_45;-10.3903343;-11.3298855;-11.0;80;695.803;DCVXIRREWCTYNF-BMZLMQSUSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c(OC([H])([H])[H])c([H])c([H])c3c([H])c([H])c([H])c([H])c13)C(C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C(C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409096292_46;-10.4226006;-11.299858;-10.679;80;695.803;DCVXIRREWCTYNF-XLHJEKARSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c(OC([H])([H])[H])c([H])c([H])c3c([H])c([H])c([H])c([H])c13)C(C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C(C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409095895_48;-10.4116102;-10.676517;-11.225;73;681.172;BQWNBUFJUIGJGW-CJIXEESDSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c(Cl)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409095900_49;-10.3481826;-10.77882;-10.598;73;681.172;BQWNBUFJUIGJGW-ZDZYTSRMSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c(Cl)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409095833_50;-10.9643134;-11.361337;-9.141;74;759.64;DLSUONLIBDMFLP-MHRPSJHKSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c(Br)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409095831_51;-10.9917378;-11.566192;-9.586;74;759.64;DLSUONLIBDMFLP-JDKSNUEYSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c(Br)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409095305_52;-10.675159;-11.65302;-9.737;70;685.163;HKXBJNDEAMJAMF-KUAKTGBJSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(Cl)c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409095310_53;-10.8054081;-11.655097;-9.071;70;685.163;HKXBJNDEAMJAMF-MKOZVTOYSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(Cl)c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409094903_54;-11.1434842;-11.765774;-9.181;80;708.798;GFYOXVRBDDMIIN-XNOUSZLFSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409094898_55;-11.2883963;-11.911871;-9.531;80;708.798;GFYOXVRBDDMIIN-VVGPUZASSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409094582_58;-11.6938634;-11.907505;-10.827;77;677.788;RHIIQIBCWYXPFE-FABFSAKGSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H])=C(C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409094583_59;-11.4982192;-11.897724;-10.432;77;677.788;RHIIQIBCWYXPFE-CTHKJOMYSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H])=C(C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409092468_68;-10.97605;-11.606676;-9.357;74;715.189;YUQLHYUBMZNTKB-MHRPSJHKSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c(Cl)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000408605921_74;-10.5543757;-10.745236;-11.243;48;538.363;NNLPJHNSWVIYIP-UHFFFAOYSA-M;[H]c1c([H])c(Br)c([H])c(-c2nnc(Sc3c([H])c([H])c([N+](=O)[O-])c4nonc34)n2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[O-]
KKBBMM.xaa_ZINC000409091005_77;-11.2828074;-11.80036;-11.025;80;708.798;SDWJFFLDGBEZLQ-VVGPUZASSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409091008_78;-11.5809568;-12.04357;-9.399;80;708.798;SDWJFFLDGBEZLQ-XNOUSZLFSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000408631357_92;-10.2726816;-10.82821;-11.375;62;556.58;DLDZUBLBDMWADG-DHRITJCHSA-M;[H]/C(=C(\Sc1nc(-c2c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c2[H])nn1[H])C(=O)[O-])c1c([H])n(C([H])([H])c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])c2c([H])c([H])c([H])c([H])c12
KKBBMM.xaa_ZINC000409101096_168;-11.2730168;-11.650827;-10.509;68;670.152;GXBXVEUEQSBYHI-NKYAOSOXSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(Cl)c([H])c1[H])C(C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H])=C(C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409101097_169;-11.0025162;-11.409793;-10.738;68;670.152;GXBXVEUEQSBYHI-KYRGTEIWSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(Cl)c([H])c1[H])C(C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H])=C(C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409101234_170;-10.800320199999998;-11.740845;-9.014;74;696.812;SFRPFVJJIMUMGE-KICLSGDVSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(SC([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409100767_171;-11.2035878;-12.053257;-11.658;70;685.163;WQLCAWRXYPXAKZ-MKOZVTOYSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(Cl)c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409099732_174;-10.954005;-11.639043;-9.385;77;694.771;SJOBTDVMHWKAGC-CUJRCQHQSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409099734_175;-10.7126678;-11.609069;-9.748;77;694.771;SJOBTDVMHWKAGC-KMYVYOQISA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409099510_176;-11.0220402;-11.369245;-11.99;74;715.189;NVTNTMWOFWIYHH-JDKSNUEYSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c(Cl)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409098656_177;-11.068349200000002;-12.112849;-11.694;74;696.812;RANIPJZLRPSTJD-KICLSGDVSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(SC([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409098659_178;-11.130486799999998;-12.045471;-9.035;74;696.812;RANIPJZLRPSTJD-QMGPDGHTSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(SC([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409097928_179;-10.558022599999996;-11.039164;-9.936;73;681.172;HTXJAYNGZKSIRY-CJIXEESDSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c(Cl)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409097935_180;-10.4469437;-10.941751;-9.198;73;681.172;HTXJAYNGZKSIRY-ZDZYTSRMSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c(Cl)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409273123_181;-10.283294200000002;-10.720693;-9.799;49;511.377;VPRIQSCPOLRFHV-UHFFFAOYSA-M;[H]c1c([H])c(OC([H])([H])c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])c(-c2nc3sc4c(c3c(=O)[n-]2)C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c1Br
KKBBMM.xaa_ZINC000409097373_182;-10.364964;-10.579393;-9.546;73;725.623;NLWWBSRIGLGLEC-ZDZYTSRMSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(OC([H])([H])[H])c(Br)c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409097363_183;-10.2926476;-10.855261;-9.015;73;725.623;NLWWBSRIGLGLEC-CJIXEESDSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(OC([H])([H])[H])c(Br)c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409105933_184;-11.541832000000005;-12.220961;-12.352;79;692.799;PKRMHGXNGHYHRT-VVGPUZASSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409105931_185;-11.5681949;-12.115461;-9.047;79;692.799;PKRMHGXNGHYHRT-XNOUSZLFSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N=2
KKBBMM.xaa_ZINC000409106032_186;-10.8604922;-11.18767;-10.966;78;658.782;QBMPKKNZNXFIFF-FQWZWQHVSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409106037_187;-11.0665388;-11.555026;-10.846;78;658.782;QBMPKKNZNXFIFF-LRUGRNCASA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409105883_189;-10.3100828;-11.068034;-9.372;80;695.803;JOGIRZYDTSBBBH-XLHJEKARSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c(OC([H])([H])[H])c([H])c([H])c3c([H])c([H])c([H])c([H])c13)C(C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C(C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000408987950_193;-11.0637902;-11.930258;-9.891;68;638.776;PRGHOIOTGKRUBB-UHFFFAOYSA-M;[H]c1c([H])c(-c2nc3sc4c(c3c(=O)[n-]2)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c([N+](=O)[O-])c1Sc1nc2c([H])c([H])c(N([H])C(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2s1
KKBBMM.xaa_ZINC000409104926_194;-10.4538551;-10.902178;-8.863;73;725.623;LHFXQXUYHBIAOK-ZDZYTSRMSA-M;[H]/C(c1c([H])c([H])c(Sc2nc(C([H])([H])[H])c([H])c(=O)[n-]2)c([N+](=O)[O-])c1[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c(Br)c([H])c([H])c1OC([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409104760_195;-10.3144287;-10.773863;-11.892;79;696.787;HYPDXORKLMWWFZ-XLHJEKARSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@@]([H])(c1c(OC([H])([H])[H])c([H])c([H])c3c([H])c([H])c([H])c([H])c13)C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000409104757_196;-10.4284242;-10.87152;-11.307;79;696.787;HYPDXORKLMWWFZ-BMZLMQSUSA-M;[H]/C(c1c([H])c([N+](=O)[O-])c([H])c([H])c1Sc1nc(C([H])([H])[H])c([H])c(=O)[n-]1)=c1/sc2n(c1=O)[C@]([H])(c1c(OC([H])([H])[H])c([H])c([H])c3c([H])c([H])c([H])c([H])c13)C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])C([H])([H])[H])N=2
KKBBMM.xaa_ZINC000408989392_197;-11.250987;-12.03498;-9.864;65;624.749;PRMKCESCMGBXHD-UHFFFAOYSA-M;[H]c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c3nc(Sc4c([H])c([H])c(-c5nc6sc7c(c6c(=O)[n-]5)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C7([H])[H])c([H])c4[N+](=O)[O-])sc3c2[H])c([H])c1[H]
