name;avg_pds;best_pds;DS;NA;MW;inchikey;smiles
KKEBMO.xaa_ZINC000408936659_39;-10.9415976;-11.389492;-12.425;83;633.798;PMIMTQSCHZWVJN-GMAKNDSLSA-O;[H]/C(=C1/S/C(=N\c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])N(C([H])([H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C1=O)c1c([H])c(C([H])([H])[H])n(-c2c([H])c([H])c([N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])c1C([H])([H])[H]
KKEBMO.xaa_ZINC000409082429_40;-10.4690622;-11.479482;-8.883;78;560.744;SODDAFOITLHUEM-OXDIXYSQSA-O;[H]/C(=N\c1sc2c(c1C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])[C@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([N+](=O)[O-])c1[H]
KKEBMO.xaa_ZINC000409082435_41;-10.4928739;-11.517586;-8.542;78;560.744;SODDAFOITLHUEM-QZLBSSPJSA-O;[H]/C(=N\c1sc2c(c1C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([N+](=O)[O-])c1[H]
KKEBMO.xaa_ZINC000409088015_65;-10.3231344;-11.084255;-12.005;78;595.189;DNYHZWGMKPDWOA-CMQZZDMGSA-O;[H]/C(=N/c1sc2c(c1C(=O)N([H])c1c([H])c([H])c(Cl)c([H])c1[H])C([H])([H])C([H])([H])[C@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([N+](=O)[O-])c1[H]
KKEBMO.xaa_ZINC000409088017_66;-10.356209;-11.132661;-10.287;78;595.189;DNYHZWGMKPDWOA-LIXYRHBFSA-O;[H]/C(=N/c1sc2c(c1C(=O)N([H])c1c([H])c([H])c(Cl)c([H])c1[H])C([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([N+](=O)[O-])c1[H]
KKEBMO.xaa_ZINC000104063742_83;-10.1306947;-11.208017;-10.408;75;505.682;YWGQYIWZZMROFS-ZFWLRSFOSA-O;[H]/C(c1c([H])c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H])=[N+](\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])/N=C(\[H])c1c([H])c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
KKEBMO.xaa_ZINC000100473126_97;-10.2752977;-10.941543;-9.474;88;631.823;LXMLSIKOVXWJQE-MDAYZVFASA-O;[H]/C(=N\c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([N+](=O)[O-])c1[H]
KKEBMO.xaa_ZINC000100475920_98;-10.273290800000002;-11.031503;-10.702;67;535.58;KMZHKAQYYSULNZ-KCSSXMTESA-O;[H]/C(=N\c1c([H])c([H])c2c(oc3c([H])c([H])c([H])c([H])c32)c1[H])c1c([H])c([N+](=O)[O-])c([H])c([H])c1N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)C([H])([H])C1([H])[H]
KKEBMO.xaa_ZINC000118918729_110;-10.6552084;-10.897865;-11.364;101;614.895;ACCZPKBWXZLDOB-AFOAHIJGSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N\OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118918730_111;-10.8016774;-10.963359;-11.147;101;614.895;ACCZPKBWXZLDOB-WGQHJXMSSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118918686_112;-10.601907;-11.348124;-11.802;105;644.921;SWIPWMRPXBNGGV-FHDVCXFESA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N\OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118918732_113;-10.6606788;-11.108219;-11.374;101;614.895;ACCZPKBWXZLDOB-RXLBMGBPSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118918689_114;-10.7715834;-11.041675;-11.82;105;644.921;SWIPWMRPXBNGGV-JYQNYMMUSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118918687_115;-10.7929436;-11.705466;-11.762;105;644.921;SWIPWMRPXBNGGV-FISPASPESA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118918688_116;-10.6150096;-10.788464;-11.91;105;644.921;SWIPWMRPXBNGGV-YULKOTPRSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N\OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118918731_117;-10.4960052;-10.703224;-12.083;101;614.895;ACCZPKBWXZLDOB-YMWKVMMFSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N\OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118921284_126;-10.750572600000002;-10.924123;-11.088;103;620.899;HYHFNIUSIBDVRR-JKVSBHTMSA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118921231_127;-10.7953006;-11.254823;-11.724;101;614.895;ACCZPKBWXZLDOB-VBJLDDPMSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118921283_128;-10.7742076;-11.399213;-10.819;103;620.899;HYHFNIUSIBDVRR-CLQNLPRCSA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118921230_129;-10.743132;-11.013603;-11.775;101;614.895;ACCZPKBWXZLDOB-CPKNQSENSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118921227_130;-10.5531488;-11.170171;-11.1;105;644.921;SWIPWMRPXBNGGV-VPYKDQSUSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118921281_131;-10.963629;-12.044682;-10.963;103;620.899;HYHFNIUSIBDVRR-DZPCLRPVSA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118921282_132;-10.921112999999998;-11.218591;-11.077;103;620.899;HYHFNIUSIBDVRR-CBQKLWIKSA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000118921229_133;-10.6960753;-11.037435;-11.036;105;644.921;SWIPWMRPXBNGGV-XCIKPULHSA-O;[H]C#C[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000150467297_143;-10.6349348;-11.160618;-11.063;89;688.317;PIEPFQREALTEGM-WNQVBRGUSA-O;[H]/C(c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])=c1\s/c(=C(/C#N)C(=O)N2C([H])([H])C([H])([H])[N+]([H])(C([H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])n(-c2c([H])c([H])c(C([H])([H])[H])c(Cl)c2[H])c1=O
KKEBMO.xaa_ZINC000409083128_145;-10.4523757;-11.142615;-11.589;78;564.732;NONSLXFIIGWCEJ-BSAWEUQCSA-O;[H]/C(=N\c1sc2c(c1C(=O)N([H])C([H])([H])c1oc([H])c([H])c1[H])C([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c1c([H])c([N+](=O)[O-])c([H])c([H])c1N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
KKEBMO.xaa_ZINC000159362644_147;-10.410841;-11.17821;-11.732;77;666.654;OPQHXFPZLRFJMX-NRVHSSJQSA-O;[H]/C(c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])=c1\s/c(=C(/C#N)C(=O)N2C([H])([H])C([H])([H])[N+]([H])(C([H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])n(-c2c([H])c([H])c(Cl)c(Cl)c2[H])c1=O
KKEBMO.xaa_ZINC000159346906_151;-10.0071246;-10.672825;-10.878;80;695.743;AXKMFBJUZKBHPU-QSSXNMHSSA-O;[H]/C(c1c([H])c([H])c2c(c1[H])OC([H])([H])O2)=c1/s/c(=C(/C#N)C(=O)N2C([H])([H])C([H])([H])[N+]([H])(C([H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])n(-c2c([H])c([H])c([H])c(C(F)(F)F)c2[H])c1=O
KKEBMO.xaa_ZINC000100936349_152;-10.4565714;-10.877809;-11.177;63;598.48;ASUVQFBYFMNXRR-BUCVAECOSA-O;[H]C1=C([H])/C(=[N+](/[H])N([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)C([H])=C(/C([H])=N/c2c([H])c([H])c3oc(-c4c([H])c([H])c([H])c5c(Br)c([H])c([H])c([H])c45)nc3c2[H])C1=O
KKEBMO.xaa_ZINC000408722028_153;-10.0267956;-10.244471;-10.053;108;681.985;OTOZBZIJYKNJJI-PUBRSWLPSA-O;[H]c1c([H])c([H])c2c(N3C(=O)[C@]4([H])[C@]5([H])c6c([H])c([H])c([H])c([H])c6[C@@](/C([H])=[N+](\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])(c6c([H])c([H])c([H])c([H])c65)[C@@]4([H])C3=O)c([H])c([H])c([H])c2c1[H]
KKEBMO.xaa_ZINC000408722029_155;-10.3382219;-10.831761;-10.417;108;681.985;OTOZBZIJYKNJJI-VDCCNDSFSA-O;[H]c1c([H])c([H])c2c(N3C(=O)[C@@]4([H])[C@]5([H])c6c([H])c([H])c([H])c([H])c6[C@@](/C([H])=[N+](\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])(c6c([H])c([H])c([H])c([H])c65)[C@]4([H])C3=O)c([H])c([H])c([H])c2c1[H]
KKEBMO.xaa_ZINC000163525367_156;-10.8766124;-11.997824;-9.169;99;675.92;JDTAMPDATNWFAV-XPGZBYHPSA-O;[H]/C(=N\c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(S(=O)(=O)N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([N+](=O)[O-])c1[H]
KKEBMO.xaa_ZINC000408721446_161;-10.212029;-10.743372;-10.132;102;653.931;IFSXAYNFKCTFAE-IMIAEIRVSA-O;[H]c1c([H])c([H])c2c(N3C(=O)[C@@]4([H])[C@]5([H])c6c([H])c([H])c([H])c([H])c6[C@@](/C([H])=[N+](\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])(c6c([H])c([H])c([H])c([H])c65)[C@]4([H])C3=O)c([H])c([H])c([H])c2c1[H]
KKEBMO.xaa_ZINC000018118662_167;-10.10418;-11.235579;-10.492;75;505.682;YWGQYIWZZMROFS-DKKRNIPZSA-O;[H]/C(=N\C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])/[N+]([H])=C(\[H])c1c([H])c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H])c1c([H])c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
KKEBMO.xaa_ZINC000070692063_169;-10.8894322;-11.8982;-10.497;103;620.899;HYHFNIUSIBDVRR-BJNCTSLJSA-O;[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000070692064_170;-10.8569606;-11.040867;-11.259;103;620.899;HYHFNIUSIBDVRR-SPAWGCKRSA-O;[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000070698033_171;-10.8778334;-11.433063;-11.644;99;590.873;DUWJWUDMHJCAJI-DQBJEAAGSA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000070698027_172;-10.8376975;-11.135471;-12.018;99;590.873;DUWJWUDMHJCAJI-IVAPRVLESA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000070698017_173;-10.950015000000002;-11.168759;-10.241;99;590.873;DUWJWUDMHJCAJI-ZNNCPDMRSA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000070698020_174;-10.780774;-11.363856;-11.237;99;590.873;DUWJWUDMHJCAJI-BHLMFIMHSA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000085902338_185;-10.777696600000002;-10.941776;-11.142;103;620.899;HYHFNIUSIBDVRR-JYWGACSHSA-O;[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N\OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000085902334_186;-10.7482924;-11.608278;-10.848;103;620.899;HYHFNIUSIBDVRR-FSZGDFPSSA-O;[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N\OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N@@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
KKEBMO.xaa_ZINC000085907122_187;-10.6377015;-10.913856;-11.554;99;590.873;DUWJWUDMHJCAJI-ZLULRYBRSA-O;[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N\OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[C@@]5(c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@+]([H])(C([H])([H])[H])C([H])([H])[C@@]5([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
